Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,Enrollment Type,Total Points Redeemed
British Columbia,Victoria,V10 6T5,Male,Bachelor,64035,Divorced,Nova,Standard,669
Ontario,Toronto,P1J 8T7,Male,Master,75891,Divorced,Nova,Standard,804
British Columbia,Kelowna,V09 2E9,Male,Bachelor,78649,Married,Nova,Standard,1132
British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,78170,Married,Nova,Standard,1448
Manitoba,Winnipeg,R3R 3T4,Female,Bachelor,81669,Single,Aurora,Standard,945
Ontario,Trenton,K8V 4B2,Male,Bachelor,73943,Divorced,Aurora,Standard,1521
Quebec,Quebec City,G1B 3L5,Male,Master,80331,Married,Nova,Standard,3013
Alberta,Edmonton,T3G 6Y6,Male,Bachelor,49794,Single,Star,Standard,573
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,58083,Married,Star,Standard,1334
Ontario,Toronto,M2M 7K8,Male,Bachelor,53350,Married,Star,Standard,762
Quebec,Montreal,H2T 9K8,Male,Bachelor,62649,Married,Star,Standard,2420
Saskatchewan,Regina,S1J 3C5,Male,Bachelor,63708,Married,Aurora,Standard,1922
Ontario,Toronto,P1W 1K4,Male,Bachelor,46575,Married,Star,Standard,807
Ontario,Toronto,P1J 8T7,Male,Bachelor,52734,Married,Aurora,Standard,321
British Columbia,Vancouver,V5R 1W3,Male,Master,81640,Divorced,Aurora,Standard,576
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,78464,Married,Star,Standard,909
British Columbia,Whistler,V6T 1Y8,Male,Bachelor,56644,Divorced,Nova,Standard,1913
British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,77603,Married,Star,Standard,1749
Nova Scotia,Halifax,B3C 2M8,Male,High School or Below,58214,Married,Nova,Standard,858
British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,62093,Married,Star,Standard,2047
British Columbia,Vancouver,V6E 3D9,Female,Bachelor,54938,Married,Nova,Standard,1136
Alberta,Edmonton,T9G 1W3,Female,Bachelor,72378,Divorced,Nova,Standard,520
New Brunswick,Moncton,E1A 2A7,Female,Bachelor,81078,Divorced,Nova,Standard,908
British Columbia,Vancouver,V6E 3D9,Female,Master,81765,Single,Star,Standard,723
Quebec,Montreal,H2Y 4R4,Female,Bachelor,78988,Single,Star,Standard,1433
Ontario,Ottawa,K1F 2R2,Male,Bachelor,47952,Married,Aurora,Standard,493
Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,58372,Divorced,Nova,Standard,584
Quebec,Montreal,H4G 3T4,Male,Bachelor,57870,Married,Nova,Standard,666
Ontario,Sudbury,M5V 1G5,Female,Bachelor,76456,Married,Aurora,Standard,1611
Quebec,Montreal,H2T 9K8,Male,Bachelor,82347,Married,Nova,Standard,646
Alberta,Peace River,T9O 2W2,Female,Bachelor,72809,Married,Nova,Standard,618
Ontario,Toronto,P5S 6R4,Female,Bachelor,79181,Married,Star,Standard,1193
Quebec,Hull,J8Y 3Z5,Female,Bachelor,74702,Divorced,Nova,Standard,373
Quebec,Montreal,H2T 2J6,Male,Bachelor,70816,Single,Nova,Standard,1669
British Columbia,Vancouver,V5R 1W3,Male,Bachelor,56388,Divorced,Nova,2023 Promotion,556
Alberta,Edmonton,T3G 6Y6,Male,Bachelor,80002,Married,Nova,Standard,947
Ontario,Ottawa,K1F 2R2,Male,Bachelor,78636,Married,Star,Standard,1253
Ontario,London,M5B 3E4,Male,Bachelor,69696,Single,Star,Standard,2864
Ontario,Trenton,K8V 4B2,Male,Bachelor,47379,Married,Aurora,Standard,2942
New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,59500,Married,Star,Standard,1436
British Columbia,West Vancouver,V6V 8Z3,Male,High School or Below,39426,Married,Star,Standard,2445
British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,58751,Married,Nova,Standard,443
British Columbia,Vancouver,V5R 1W3,Female,Bachelor,61836,Married,Star,Standard,540
Ontario,Toronto,P1J 8T7,Female,Bachelor,47453,Married,Nova,Standard,2041
British Columbia,Whistler,V6T 1Y8,Female,High School or Below,53315,Married,Star,Standard,771
New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,79054,Divorced,Star,Standard,571
Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,59278,Married,Star,Standard,1051
British Columbia,Vancouver,V6E 3D9,Female,Bachelor,75383,Married,Aurora,Standard,1765
Saskatchewan,Regina,S1J 3C5,Female,Bachelor,53155,Married,Star,Standard,476
Ontario,Ottawa,K1F 2R2,Male,Bachelor,63769,Married,Nova,Standard,393
Ontario,Ottawa,K1F 2R2,Male,Bachelor,50311,Married,Star,Standard,571
Quebec,Hull,J8Y 3Z5,Male,Bachelor,27569,Single,Nova,2023 Promotion,478
Ontario,Trenton,K8V 4B2,Male,Bachelor,54514,Divorced,Nova,Standard,358
Alberta,Calgary,T3E 2V9,Female,Bachelor,79727,Married,Nova,Standard,1243
Ontario,Toronto,M2M 7K8,Male,Bachelor,53465,Single,Nova,Standard,474
Ontario,London,M5B 3E4,Female,Bachelor,49778,Divorced,Nova,Standard,538
British Columbia,Vancouver,V6E 3D9,Female,Bachelor,55552,Married,Star,Standard,1158
Alberta,Banff,T4V 1D4,Female,Bachelor,56193,Divorced,Nova,Standard,1142
New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,50137,Married,Star,Standard,1912
British Columbia,Vancouver,V1E 4R6,Male,Bachelor,48760,Married,Star,Standard,1598
Saskatchewan,Regina,S1J 3C5,Male,Bachelor,56566,Married,Star,Standard,928
Ontario,Toronto,P5S 6R4,Male,Bachelor,52233,Divorced,Aurora,Standard,1575
Quebec,Montreal,H2Y 2W2,Male,Bachelor,76899,Married,Star,Standard,976
Ontario,Toronto,M2Z 4K1,Female,Bachelor,76296,Divorced,Star,Standard,1193
Ontario,Toronto,M1R 4K3,Female,Bachelor,71787,Married,Nova,Standard,416
British Columbia,Vancouver,V5R 1W3,Male,Bachelor,65672,Divorced,Star,Standard,574
Quebec,Montreal,H2Y 2W2,Male,Bachelor,75564,Married,Nova,Standard,1420
Ontario,Ottawa,K1F 2R2,Female,Bachelor,55457,Married,Nova,Standard,651
British Columbia,Vancouver,V5R 1W3,Female,Bachelor,47638,Married,Aurora,Standard,541
British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,59169,Married,Star,Standard,406
British Columbia,Vancouver,V5R 1W3,Male,Bachelor,57615,Married,Nova,Standard,955
Ontario,Sudbury,M5V 1G5,Male,Doctor,78165,Married,Aurora,Standard,522
New Brunswick,Moncton,E1A 2A7,Male,High School or Below,61902,Single,Nova,Standard,1347
Quebec,Montreal,H2T 2J6,Female,Bachelor,82481,Divorced,Aurora,Standard,469
Quebec,Quebec City,G1B 3L5,Male,High School or Below,44903,Married,Aurora,Standard,626
Ontario,Toronto,P5S 6R4,Male,Bachelor,77624,Divorced,Nova,Standard,1133
Ontario,Toronto,M2M 7K8,Female,Bachelor,56639,Single,Star,Standard,1287
Ontario,Toronto,M2M 7K8,Female,Bachelor,61809,Married,Nova,Standard,1950
Ontario,Toronto,M2Z 4K1,Female,Bachelor,61262,Married,Star,Standard,1665
Quebec,Montreal,H2T 9K8,Male,Bachelor,73252,Single,Nova,Standard,2546
Ontario,Toronto,M2M 7K8,Male,Bachelor,57611,Married,Nova,Standard,1958
Ontario,Toronto,P1L 8X8,Female,Bachelor,77739,Single,Aurora,Standard,579
Quebec,Montreal,H2Y 2W2,Female,Bachelor,76521,Divorced,Nova,Standard,1561
Ontario,Toronto,M2Z 4K1,Male,Bachelor,56747,Married,Star,Standard,2011
Quebec,Tremblant,H5Y 2S9,Male,Bachelor,76137,Married,Aurora,Standard,479
New Brunswick,Moncton,E1A 2A7,Female,High School or Below,62283,Married,Nova,Standard,985
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,66552,Married,Star,Standard,584
Ontario,Toronto,P1J 8T7,Male,Bachelor,47555,Divorced,Star,Standard,1488
British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,77565,Married,Nova,Standard,931
Ontario,Sudbury,M5V 1G5,Male,Bachelor,46768,Divorced,Aurora,Standard,1677
Ontario,Toronto,P1W 1K4,Male,Bachelor,47349,Divorced,Star,Standard,769
New Brunswick,Moncton,E1A 2A7,Female,Bachelor,51161,Single,Aurora,Standard,527
Quebec,Montreal,H2T 9K8,Female,Bachelor,49351,Married,Aurora,Standard,672
Quebec,Montreal,H2T 2J6,Female,Bachelor,67246,Single,Star,Standard,717
British Columbia,Whistler,V6T 1Y8,Male,Bachelor,80927,Married,Star,Standard,1885
Quebec,Tremblant,H5Y 2S9,Male,Bachelor,74568,Married,Star,Standard,631
Ontario,Toronto,P5S 6R4,Male,Bachelor,52927,Married,Aurora,Standard,3025
Manitoba,Winnipeg,R2C 0M5,Female,High School or Below,43650,Married,Star,Standard,498
Ontario,Toronto,P1L 8X8,Male,Bachelor,76797,Married,Nova,Standard,548
Quebec,Quebec City,G1B 3L5,Male,Bachelor,82727,Married,Nova,2023 Promotion,533
Ontario,Kingston,M9K 2P4,Female,Master,72558,Divorced,Star,Standard,680
Ontario,Toronto,M8Y 4K8,Male,Bachelor,75786,Married,Aurora,Standard,2672
Quebec,Montreal,H2T 2J6,Female,Bachelor,81332,Married,Aurora,Standard,1710
Ontario,Toronto,M2M 7K8,Female,Bachelor,59169,Married,Star,Standard,453
British Columbia,Vancouver,V5R 1W3,Male,Bachelor,53496,Single,Star,Standard,2274
Ontario,Ottawa,K1F 2R2,Male,Bachelor,57587,Divorced,Aurora,Standard,363
Ontario,Toronto,P1J 8T7,Male,Bachelor,69232,Married,Star,Standard,837
British Columbia,Whistler,V6T 1Y8,Female,Bachelor,60450,Married,Aurora,Standard,1371
Alberta,Calgary,T3E 2V9,Female,Bachelor,58725,Married,Star,Standard,954
New Brunswick,Moncton,E1A 2A7,Male,Bachelor,55321,Married,Star,Standard,2165
Quebec,Quebec City,G1B 3L5,Female,Bachelor,71428,Married,Star,Standard,1444
Quebec,Montreal,H2T 9K8,Female,Bachelor,73734,Married,Aurora,Standard,1401
Quebec,Montreal,H2Y 2W2,Female,Bachelor,56917,Married,Aurora,Standard,595
Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,82891,Married,Star,Standard,579
Ontario,Trenton,K8V 4B2,Male,Bachelor,68856,Married,Star,Standard,523
British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,58511,Married,Star,Standard,974
British Columbia,Vancouver,V6E 3D9,Female,Bachelor,55110,Divorced,Star,Standard,660
Newfoundland,St. John's,A1C 6H9,Male,High School or Below,65673,Single,Star,Standard,2253
Quebec,Montreal,H2T 9K8,Male,Bachelor,46754,Married,Nova,2023 Promotion,1397
British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,80447,Single,Aurora,Standard,1021
Ontario,Toronto,M2Z 4K1,Male,Bachelor,60773,Married,Aurora,Standard,1020
Ontario,Toronto,M2M 7K8,Female,Bachelor,81643,Married,Nova,Standard,1265
British Columbia,Whistler,V6T 1Y8,Male,Bachelor,74123,Divorced,Nova,Standard,1697
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,60366,Single,Nova,Standard,950
British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,48278,Married,Aurora,Standard,1044
Alberta,Edmonton,T3G 6Y6,Female,Bachelor,62028,Married,Nova,Standard,1243
British Columbia,Vancouver,V5R 1W3,Male,Bachelor,70631,Divorced,Star,Standard,1295
Alberta,Edmonton,T9G 1W3,Male,Bachelor,67827,Married,Star,Standard,594
Prince Edward Island,Charlottetown,C1A 6E8,Female,Bachelor,82894,Divorced,Nova,Standard,457
Ontario,Toronto,M8Y 4K8,Female,Bachelor,60724,Married,Star,Standard,1016
British Columbia,Vancouver,V6E 3D9,Female,Bachelor,64680,Married,Aurora,Standard,1120
Quebec,Montreal,H4G 3T4,Male,High School or Below,67442,Divorced,Star,Standard,2113
Ontario,Toronto,M2Z 4K1,Male,Bachelor,47987,Divorced,Nova,Standard,883
Ontario,Toronto,M1R 4K3,Male,Bachelor,69822,Single,Nova,Standard,582
Quebec,Montreal,H2Y 4R4,Female,Bachelor,62440,Married,Aurora,Standard,1249
Quebec,Montreal,H4G 3T4,Male,Bachelor,56193,Divorced,Star,Standard,2646
Ontario,Toronto,P1J 8T7,Female,Bachelor,62633,Married,Star,Standard,966
British Columbia,Vancouver,V5R 1W3,Female,Bachelor,62108,Married,Nova,Standard,334
Quebec,Montreal,H2Y 2W2,Female,Bachelor,67471,Married,Aurora,Standard,1332
Alberta,Edmonton,T3G 6Y6,Female,Bachelor,56639,Single,Aurora,Standard,413
Quebec,Quebec City,G1B 3L5,Male,Bachelor,61070,Divorced,Aurora,Standard,644
British Columbia,Victoria,V10 6T5,Female,Bachelor,65076,Married,Nova,Standard,1614
Ontario,Toronto,P1W 1K4,Male,High School or Below,58476,Married,Nova,Standard,1724
Nova Scotia,Halifax,B3J 9S2,Male,High School or Below,75586,Single,Nova,Standard,947
Ontario,Toronto,M1R 4K3,Female,Bachelor,53939,Married,Aurora,Standard,979
Ontario,Toronto,M1R 4K3,Male,Bachelor,53024,Divorced,Aurora,Standard,778
Quebec,Montreal,H2Y 4R4,Male,Bachelor,68785,Married,Star,Standard,1199
New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,61554,Divorced,Star,Standard,493
Alberta,Peace River,T9O 2W2,Male,High School or Below,57746,Married,Nova,Standard,608
New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,62551,Married,Nova,Standard,1281
Alberta,Edmonton,T9G 1W3,Male,Bachelor,72563,Divorced,Aurora,Standard,1149
Ontario,Toronto,P1L 8X8,Male,Bachelor,64001,Single,Star,Standard,523
Newfoundland,St. John's,A1C 6H9,Female,Bachelor,74474,Married,Star,Standard,1449
British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,64864,Married,Star,Standard,1004
British Columbia,Vancouver,V1E 4R6,Female,Bachelor,75555,Married,Nova,Standard,1425
British Columbia,Victoria,V10 6T5,Male,Bachelor,61813,Married,Nova,Standard,626
New Brunswick,Moncton,E1A 2A7,Female,Bachelor,56780,Single,Aurora,Standard,1090
Ontario,Toronto,P1L 8X8,Female,Bachelor,57510,Single,Star,Standard,468
British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,57234,Married,Aurora,Standard,1101
Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,46580,Married,Aurora,Standard,472
Quebec,Montreal,H2T 9K8,Male,Bachelor,54659,Single,Star,Standard,1471
Ontario,Toronto,P2T 6G3,Female,Bachelor,63863,Married,Star,Standard,1423
British Columbia,Whistler,V6T 1Y8,Female,Bachelor,61070,Divorced,Nova,Standard,415
Ontario,London,M5B 3E4,Male,Bachelor,61302,Married,Nova,Standard,464
Ontario,Toronto,M8Y 4K8,Male,Bachelor,66746,Married,Nova,Standard,1985
Ontario,Toronto,M8Y 4K8,Female,Bachelor,74612,Married,Aurora,Standard,1026
British Columbia,Vancouver,V5R 1W3,Female,Bachelor,48178,Single,Star,Standard,393
Ontario,Toronto,M2P 4F6,Female,Bachelor,67271,Married,Star,Standard,383
New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,59181,Divorced,Nova,Standard,2108
Quebec,Montreal,H3T 8L4,Female,High School or Below,54228,Divorced,Star,Standard,1931
British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,70242,Married,Star,Standard,1803
British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,67358,Married,Star,Standard,1547
British Columbia,Vancouver,V6E 3D9,Female,Bachelor,79533,Married,Star,Standard,1191
British Columbia,Vancouver,V1E 4R6,Female,Bachelor,80224,Married,Star,Standard,1526
Quebec,Montreal,H4G 3T4,Female,Bachelor,69227,Married,Nova,Standard,494
Alberta,Edmonton,T9G 1W3,Male,Bachelor,64001,Single,Star,Standard,922
Quebec,Montreal,H2T 9K8,Female,Bachelor,52939,Single,Star,2023 Promotion,478
Quebec,Montreal,H2T 9K8,Female,Bachelor,78030,Married,Star,Standard,1027
British Columbia,Vancouver,V6E 3D9,Female,High School or Below,78644,Divorced,Nova,Standard,1218
Alberta,Edmonton,T9G 1W3,Female,Bachelor,66856,Married,Nova,Standard,1373
Quebec,Hull,J8Y 3Z5,Female,Bachelor,52489,Married,Star,2023 Promotion,1306
Quebec,Quebec City,G1B 3L5,Male,Bachelor,76477,Married,Star,Standard,1239
Quebec,Montreal,H2T 2J6,Female,Bachelor,82463,Married,Aurora,Standard,499
Ontario,Trenton,K8V 4B2,Male,Bachelor,50663,Married,Star,2023 Promotion,659
New Brunswick,Moncton,E1A 2A7,Female,Bachelor,63116,Married,Star,Standard,1740
Quebec,Quebec City,G1B 3L5,Male,Bachelor,74965,Single,Star,Standard,409
Ontario,Ottawa,K1F 2R2,Male,Bachelor,81243,Married,Nova,Standard,473
Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,60691,Single,Aurora,Standard,1154
Ontario,Toronto,P5S 6R4,Male,Bachelor,62198,Married,Nova,Standard,2463
British Columbia,Vancouver,V6E 3D9,Female,Bachelor,67819,Single,Nova,Standard,1681
Ontario,Ottawa,K1G 4Z0,Male,Bachelor,54595,Divorced,Aurora,Standard,1231
New Brunswick,Moncton,E1A 2A7,Female,Bachelor,77914,Divorced,Star,Standard,2931
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,62030,Divorced,Star,Standard,1006
Ontario,Trenton,K8V 4B2,Male,Bachelor,69274,Single,Star,Standard,676
Quebec,Hull,J8Y 3Z5,Female,Bachelor,49371,Married,Star,Standard,477
Ontario,Sudbury,M5V 1G5,Male,Bachelor,54376,Married,Star,Standard,449
Alberta,Peace River,T9O 2W2,Female,Bachelor,57240,Married,Aurora,Standard,966
Quebec,Montreal,H2T 2J6,Male,Bachelor,50375,Divorced,Star,Standard,694
Newfoundland,St. John's,A1C 6H9,Female,Bachelor,65967,Divorced,Star,Standard,3103
Quebec,Quebec City,G1B 3L5,Male,Bachelor,66868,Married,Aurora,Standard,1526
British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,49605,Single,Star,Standard,788
Quebec,Hull,J8Y 3Z5,Male,Bachelor,70384,Single,Nova,Standard,1692
Ontario,Toronto,M1R 4K3,Male,Bachelor,48896,Single,Aurora,Standard,995
Quebec,Montreal,H2T 9K8,Female,High School or Below,53081,Married,Aurora,Standard,1044
Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,59145,Divorced,Nova,2023 Promotion,1941
Quebec,Montreal,H4G 3T4,Male,Bachelor,58717,Divorced,Nova,Standard,1352
Nova Scotia,Halifax,B3J 9S2,Male,High School or Below,46106,Single,Star,Standard,2200
Newfoundland,St. John's,A1C 6H9,Male,Bachelor,52723,Married,Aurora,Standard,776
British Columbia,Kelowna,V09 2E9,Male,Bachelor,68299,Married,Nova,Standard,1785
Quebec,Montreal,H2T 2J6,Female,Bachelor,56692,Single,Star,Standard,1563
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,68048,Married,Star,Standard,1128
Quebec,Montreal,H2T 9K8,Female,Bachelor,61334,Divorced,Aurora,Standard,742
Quebec,Montreal,H4G 3T4,Female,Bachelor,48852,Married,Star,Standard,1881
Ontario,Ottawa,K1F 2R2,Female,Bachelor,61070,Divorced,Aurora,Standard,599
Ontario,Toronto,P2T 6G3,Female,Bachelor,71069,Married,Nova,Standard,1124
British Columbia,Vancouver,V6E 3D9,Female,Bachelor,50879,Single,Nova,Standard,1010
Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,73236,Married,Aurora,Standard,2662
British Columbia,Vancouver,V1E 4R6,Male,Bachelor,56004,Married,Star,Standard,1236
Ontario,Toronto,M2Z 4K1,Male,High School or Below,65318,Married,Aurora,Standard,541
British Columbia,Vancouver,V6E 3Z3,Female,High School or Below,70272,Married,Star,Standard,551
British Columbia,Whistler,V6T 1Y8,Male,Bachelor,72472,Divorced,Star,Standard,1364
Ontario,Toronto,P5S 6R4,Male,High School or Below,63594,Married,Aurora,Standard,553
Ontario,Thunder Bay,K8T 5M5,Female,High School or Below,65501,Married,Star,Standard,1109
Quebec,Montreal,H2Y 2W2,Male,Bachelor,55257,Single,Star,Standard,513
Alberta,Edmonton,T9G 1W3,Male,Bachelor,67460,Married,Star,Standard,464
British Columbia,Dawson Creek,U5I 4F1,Male,High School or Below,54033,Single,Nova,Standard,522
Ontario,Toronto,M2M 7K8,Male,High School or Below,57746,Married,Nova,Standard,420
Ontario,London,M5B 3E4,Male,Bachelor,74123,Divorced,Star,Standard,1284
Ontario,Toronto,P1J 8T7,Female,Bachelor,66223,Married,Star,Standard,3743
Quebec,Quebec City,G1B 3L5,Male,Bachelor,78470,Married,Star,Standard,613
Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,46548,Single,Aurora,Standard,525
Manitoba,Winnipeg,R2C 0M5,Female,High School or Below,56046,Married,Star,Standard,1766
Ontario,Toronto,P1L 8X8,Female,Bachelor,78245,Married,Nova,Standard,791
Quebec,Montreal,H2T 2J6,Male,Bachelor,54455,Married,Nova,Standard,818
Ontario,Toronto,M8Y 4K8,Female,Bachelor,47643,Divorced,Nova,Standard,1214
Yukon,Whitehorse,Y2K 6R0,Male,Bachelor,58230,Married,Star,Standard,1015
Ontario,Toronto,P1J 8T7,Male,Bachelor,77622,Married,Star,Standard,355
Ontario,Toronto,P1W 1K4,Male,Bachelor,56201,Married,Star,Standard,453
Ontario,London,M5B 3E4,Male,Bachelor,74651,Single,Star,Standard,1175
Quebec,Montreal,H2T 2J6,Male,Doctor,51744,Married,Star,Standard,587
Quebec,Quebec City,G1B 3L5,Female,Bachelor,77266,Married,Aurora,Standard,867
British Columbia,Vancouver,V1E 4R6,Male,Bachelor,59262,Married,Nova,Standard,1202
Saskatchewan,Regina,S1J 3C5,Male,Bachelor,77914,Divorced,Nova,Standard,585
Saskatchewan,Regina,S1J 3C5,Female,Bachelor,49390,Married,Nova,Standard,638
Alberta,Peace River,T9O 2W2,Female,Bachelor,80892,Married,Aurora,Standard,1454
British Columbia,Victoria,V10 6T5,Female,Bachelor,82347,Married,Nova,Standard,1042
British Columbia,Whistler,V6T 1Y8,Male,Bachelor,55131,Divorced,Nova,Standard,1251
British Columbia,Dawson Creek,U5I 4F1,Male,High School or Below,72660,Single,Star,Standard,725
Quebec,Montreal,H2T 9K8,Male,Bachelor,49608,Married,Star,Standard,1379
Ontario,Toronto,P2T 6G3,Female,Bachelor,79245,Married,Nova,Standard,591
New Brunswick,Moncton,E1A 2A7,Female,Bachelor,56932,Divorced,Nova,Standard,861
Ontario,Ottawa,K1F 2R2,Male,Bachelor,72874,Married,Nova,Standard,1880
Quebec,Montreal,H2T 2J6,Male,Bachelor,74971,Married,Aurora,Standard,1293
Alberta,Banff,T4V 1D4,Male,Bachelor,60433,Married,Nova,Standard,478
Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,51944,Married,Star,Standard,660
Alberta,Edmonton,T3G 6Y6,Male,Bachelor,55667,Single,Nova,Standard,908
Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,50930,Married,Nova,Standard,1514
Quebec,Quebec City,G1B 3L5,Female,Bachelor,62567,Married,Aurora,Standard,1359
British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,66055,Single,Aurora,Standard,970
Ontario,Toronto,P1J 8T7,Female,Bachelor,53394,Married,Aurora,Standard,1456
British Columbia,Vancouver,V1E 4R6,Male,Bachelor,54219,Married,Aurora,Standard,1739
Ontario,Toronto,M1R 4K3,Female,Bachelor,21623,Divorced,Star,2023 Promotion,324
Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,81085,Divorced,Aurora,Standard,689
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,64327,Married,Nova,Standard,500
New Brunswick,Moncton,E1A 2A7,Female,Bachelor,51645,Married,Star,Standard,948
Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,64854,Married,Star,Standard,482
Ontario,Toronto,P2T 6G3,Male,High School or Below,78318,Married,Star,Standard,1977
Quebec,Montreal,H2Y 2W2,Female,Bachelor,75686,Married,Star,Standard,1515
Newfoundland,St. John's,A1C 6H9,Male,Doctor,48742,Married,Aurora,Standard,1495
British Columbia,Whistler,V6T 1Y8,Male,Bachelor,80947,Married,Aurora,Standard,1178
Newfoundland,St. John's,A1C 6H9,Female,Bachelor,51716,Divorced,Aurora,Standard,1138
Ontario,Toronto,P1J 8T7,Female,Bachelor,57194,Married,Nova,Standard,442
Ontario,London,M5B 3E4,Male,High School or Below,76539,Married,Star,Standard,690
British Columbia,Vancouver,V6E 3D9,Male,Bachelor,58711,Divorced,Star,Standard,1306
Ontario,Toronto,P2T 6G3,Male,Bachelor,56845,Married,Star,Standard,515
